State,City,Category,Alcohol,Hotel Name,Address,Total Rooms
Odisha,Talcher,3 Star,Without Alcohol,Hotel Surya Garden,"Netaji Subas Bose Marg, Main Road, Talcher, Dist: Angul, Odisha, PIN: 759107",38
Punjab,Jalandhar,3 Star,Without Alcohol,COUNTRY INN SUITES BY RADISSON A UNIT OF HAYRE REGENCY HOTELS PRIVATE LIMITED,NEAR BSF CHOWK G.T ROAD ,45
Punjab,Jalandhar,3 Star,Without Alcohol,Hotel Imperia Suites,"Vasant Vihar Road, Shanker Garden, Near Income Tax Colony, Jalandhar",18
Rajasthan,Jaipur,3 Star,Without Alcohol,Hotel Le Grande ,Jaipur Road Chomu ,19
Rajasthan,Jaipur,3 Star,Without Alcohol,Mansingh Towers,"Hotel Mansingh Towers, Sansar Chandra Road",53
Rajasthan,Jaipur,3 Star,Without Alcohol,RCL JAIPUR,"Ginger Hotel, Hawa Sadak, Civils Lines, Jaipur",103
Tamil Nadu,Chennai*,3 Star,Without Alcohol,BEVERLY,NO 17 RAJARATHINAM ROAD KILPAUK CHENNAI,52
Tamil Nadu,Thanjavur,3 Star,Without Alcohol,SANGAM HOTELS,"TRICHY ROAD, THANJAVUR",57
Telangana,Hyderabad,3 Star,Without Alcohol,BESTWESTERN ASHOKA,"6-1-70, LAKDI-KA-PUL",88
Telangana,HYDERABAD,3 Star,Without Alcohol,Minerva Grand - Kompally,"Survey No 105, Beside Cine Planet, Kompally,",42
Telangana,Hyderabad,3 Star,Without Alcohol,OHRIS BANJARA (A UNIT OF HOTEL KAMAL PVT LTD ),"D NO 8-2-682 - 3,ROAD NO 12, BANJARA HILLS, HYDERABAD-500034 Hyderabad",24
Telangana,Hyderabad,3 Star,Without Alcohol,Tara,"Hotel Tara, Ramojii Film City, Anajpur, RR District - 501512",126
Telangana,Hyderabad,3 Star,Without Alcohol,VAISHNAOI HOTELS INDIA PVT LTD,"3-2-8481,Kachiguda,Station Road,Kachiguda,Hyderabad.",41
Uttar Pradesh,Ghaziabad,3 Star,Without Alcohol,Fortune Inn Grazia,"Plot No :.1,Sector:.23, Sanjay Nagar,Distt. Centre.",50
Uttarakhand,Ramnagar,3 Star,Without Alcohol,The Manor Kashipur (Unit of R.R.Hotels),"Bazpur Road , Udham singh Nagar, Kashipur , Uttrakhand 244713",30
West Bengal,Asansol,3 Star,Without Alcohol,HOTEL ASANSOL INTERNATIONAL,"66, G.T. ROAD (EAST), ASANSOL",42
West Bengal,Bankura,3 Star,Without Alcohol,HOTEL SAPTAPARNA,"AVINASH SARANI, CHANDMARIDANGA, BANKURA",24
West Bengal,Bishnupur,3 Star,Without Alcohol,HOTEL ANNAPURNA,"COLLEGE ROAD ,P.O- BISHNUPUR, DIST-BANKURA, ",45
West Bengal,Durgapur,3 Star,Without Alcohol,The Peerless Inn Durgapur,"Sahid Khudiram Sarani, City Centre, Durgapur - 713216",108
West Bengal,Kolkata,3 Star,Without Alcohol,ETHNOTEL ( A UNIT OF RAHA HOSPITALITY PVT LTD),"71 I 1 JESSORE ROAD, AIRPORT 2.5 NO GATE Kolkata",41
West Bengal,Kolkata,3 Star,Without Alcohol,GALLERY HOTELS AND RESORTS,"67, BAGMARI ROAD , KOLKATA - 700054",34
West Bengal,Kolkata,3 Star,Without Alcohol,Hotel De Sovrani,DD21 SECTOR I SALT LAKE KOLKATA 700064 Kolkata,55
West Bengal,Kolkata,3 Star,Without Alcohol,Hotel Walson,5A Sudder Street,29
West Bengal,Kolkata,3 Star,Without Alcohol,IBIS HOTEL - KOLKATA (A UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED),"NO:30 - 1111, PLOT NO. BG - 9, STREET NO: 1111, NEW TOWN, POLICE STATION DISTT. NORTH 24, PARGANAS, KOLKATA - 700156, WEST BENGAL",189
West Bengal,Kolkata,3 Star,Without Alcohol,Jameson Inn Shiraz,56 Park Street,40
West Bengal,Kolkata,3 Star,Without Alcohol,Kolkatta Hotels Ltd (Holiday Inn Express-Airport Kolkata),"28, jessore road, nscbi airport, dum dum",130
West Bengal,Kolkata,3 Star,Without Alcohol,Park Prime Kolkata (A unit of Chocolate Hotels Pvt. Ltd.),"226, AJC BOSE ROAD,KOLKATA Kolkata",62
West Bengal,Kolkata,3 Star,Without Alcohol,REGENTA LARICA INN,"BISWA BANGLA ROAD , NOAPARA , CHINAR PARK , RAJARHAT , NEW TOWN , KOLKATA 700157 kolkata",45
West Bengal,Kolkata,3 Star,Without Alcohol,SENS HOTELS PVT LTD - UNIT (BRAND) REGENTA ORKO'S KOLKATA by Royal Orchid Hotels,"621, PRANTIK PALLY, KASBA, KOLKATA - 700 107",69
West Bengal,Kolkata,3 Star,Without Alcohol,The Fern Residency Kolkata (a unit of Protect Vanijya Pvt. Ltd.,"AS 213, NOAPARA, 204 MAIN ARTERIAL ROAD,NEW TOWN,KOLKATA-700157.",48
West Bengal,Kolkata,3 Star,Without Alcohol,The Golden Park,13 Ho Chi Minh Sarani,50
West Bengal,Kolkata,3 Star,Without Alcohol,VICTORIA HOTEL,"45, CHINAR PARK, KOLKATA",34
Andhra Pradesh,Kakinada,4 Star,With Alcohol,Grand Kakinada by GRT Hotels,"11-3-11, Veterinary hospital road, Ramarao Peta, Kakinada",83
Andhra Pradesh,Vijayawada,4 Star,With Alcohol,Quality Hotel D V Manor,"40-1-47, M G Road, Vijayawada - 520 010 Vijayawada",119
Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,Fairfield By Marriott (A Unit Of KSR Developers Pvt Ltd),"S.No.106-1B2, Marripalem, near R&B Guest House, Madhavadhara Area,",121
Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,FORTUNE INN SREEKANYA,D.NO 47-10-34&35 NEAR DIAMOND PARK DWARAKANAGAR ,68
Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,HOTEL DASPALLA,"28-2-48,SURYABAGH, VISAKHAPATNAM ",125
Andhra Pradesh,Visakhapatnam,4 Star,With Alcohol,WelcomHotel Grand Bay,"15-1-44 Maharanipeta , Beach road, visakhapatnam",104
Chhattisgarh,Bilaspur,4 Star,With Alcohol,HOTEL EAST PARK,"AGRASEN CHOWK, LINK ROAD NO 1",78
Chhattisgarh,Raipur*,4 Star,With Alcohol,HOTEL GRAND IMPERIA (UNIT OF GRAND ARSH,VIP ROAD RAIPUR ,30
Chhattisgarh,Raipur*,4 Star,With Alcohol,Clarks Inn Suites,"GE Road, Near VIP Square, Telibandha, Raipur",51
Chhattisgarh,Raipur*,4 Star,With Alcohol,HOTEL BABYLON INN PVT LTD,"JAIL ROAD, RAIPUR",72
Chhattisgarh,Raipur*,4 Star,With Alcohol,HOTEL CELEBRATION,"SHRI GURU GOVIND SINGH SQUARE, JAIL ROAD",43
Chhattisgarh,Raipur*,4 Star,With Alcohol,Hyatt Raipur (A Unit of Chartered Hotels Private Limited),"Magneto The Mall, N.H. 6 Labhandi, Raipur, Chhattisgarh, India, 492 001",105
Chhattisgarh,Raipur*,4 Star,With Alcohol,Sayaji Hotel Raipur,"GE Road, Behind Magneto Mall |Raipur â€“ ",101
Delhi,Delhi,4 Star,With Alcohol,Crowne Plaza Mayur Vihar,"13B, Mayur Vihar District Center, Delhi-110091 Delhi",159
Delhi,Delhi,4 Star,With Alcohol,HOLIDAYINN,"ASSET AREA-12, HOSPITALITY DISTRICT, AEROCITY",265
Delhi,Delhi,4 Star,With Alcohol,Hotel City Park,"KP Block,Pitampura",58
Delhi,Delhi,4 Star,With Alcohol,Hotel Holiday Inn,"Plot NO. 13A, Mayur Vihar District Center",192
Delhi,New Delhi,4 Star,With Alcohol,Crowne Plaza New Delhi Rohini,"Plot 3B 1, Twin District Centre, Sector 10, Rohini, New Delhi",183
Delhi,New Delhi,4 Star,With Alcohol,CROWNE PLAZA NEW DELHI ROHINI,"PLOT NO. 3B1, TWIN DISTRICT CENTRE, SECTOR-10, ROHINI, DELHI",183
Delhi,New Delhi,4 Star,With Alcohol,CROWNE PLAZA TODAY NEW DELHI OKHLA,"PLOT NO. 1, COMMUNITY CENTRE, OKHLA PHASE-I, NEW DELHI-110020.",208
Delhi,New Delhi,4 Star,With Alcohol,EDENPARK HOTELS PVT LTD,"SHAHEED JEET SINGH MARG, NEW DELHI - 110016",30
Delhi,New Delhi,4 Star,With Alcohol,"Hilton Garden Inn New Delhi ,Saket","A-4,DLF Place Saket District Center, New Delhi-110017",115
Delhi,New Delhi,4 Star,With Alcohol,PRIDE HOTEL LIMITED,"ASSET-5A, AEROCITY, IGI AIRPORT, NEW DELHI-110037",378
DNH & DD,Silvassa*,4 Star,With Alcohol,RAS RESORTS,128 P (I) SILVASSA NAROLI ROAD,97
Goa,Arpora,4 Star,With Alcohol,Sun Village Resorts Pvt Ltd,Saquawadi Baga Arpora Bardez Goa,135
Goa,Mapusa,4 Star,With Alcohol,Nanu Beach Resort And Spa,"H NO. 264, S NO. 58-1, GIRKARWADA, ARAMBOL, PERNEM, GOA 403524 Mapusa",62
Goa,Margao,4 Star,With Alcohol,Nanu Resort,"Betalbatim Beach, Salcete, Goa Margao",72
Goa,vasco da gama,4 Star,With Alcohol,THE HQ ,SWATANTRA PATH P.O BOX NO 31 VASCO ,50
Haryana,Faridabad,4 Star,With Alcohol,ART AND CRAFT LALIT HOTEL,"ART & CRAFT LALIT HOTEL FARIDABAD - GURGAON ROAD, NEAR MANGAR POLICE CHOWKI, VILLAGE MANGAR, FARIDABAD.",35
Haryana,Gurgaon,4 Star,With Alcohol,Best Western Resort Country Club (Prop.Raghav Farms and Resorts Pvt Ltd),"Vill.Para,Tehsil Tauru,Pachgaon-Tauru Road, Near Manesar",117
Haryana,Gurgaon,4 Star,With Alcohol,CLARENS HOTEL,"PLOT NO 363, 364, SECTOR 10, GURGAON",32
Haryana,Gurgaon,4 Star,With Alcohol,CLARENS HOTEL,PLOT NO 363364 SECTOR-29 GURUGRAM,32
Haryana,Gurgaon,4 Star,With Alcohol,Hilton Garden Inn ,"Sector-50, Gurgaon Baani Square Village -Adampur , PIN-122002",201
Haryana,Gurgaon,4 Star,With Alcohol,HILTON GARDEN INN,VILLAGE ADAMPUR SECTOR - 50 GURGAON,201
Haryana,Gurgaon,4 Star,With Alcohol,Park Plaza Gurgaon,"B Block, Sushant Lok-1, Gurgaon Haryana",45
Haryana,Gurgaon,4 Star,With Alcohol,Park Premier (A Unit of Punihani International),"353-357, City Center, Sector 29",94
Jharkhand,Dhanbad,4 Star,With Alcohol,SONOTEL HOTELS RESORTS PRIVATE LTD.,"OZONE GALLERIA MALL, FLOOR5, SARAIDHELA, Dhanbad",56
Karnataka,Bangalore,4 Star,With Alcohol,ALOFT BENGALURU CESSNA BUSINESS PARK,"Aloft Bengaluru Cessna Business Park ,Cessna Business Park , Sarjapur- Marathahalli Outer Ring Road. Kadubeesanahalli, Bellandur Post, Bengaluru- 560103, Karnataka ",191
Karnataka,Bangalore,4 Star,With Alcohol,Radisson Bengaluru City Center,"No. 2, Gangadhar Chetty Road, Ulsoor, Bengaluru",81
Karnataka,Bangalore,4 Star,With Alcohol,Royal Orchid Central ,No 47-1 Manipal Centre Dickenson Road ,129
Karnataka,Bangalore,4 Star,With Alcohol,ST MARKS HOTEL PVT LTD,"41, St.mark's Road Bangalore",96
Karnataka,Belgaum,4 Star,With Alcohol,Fairfield by Marriott Belagavi,"132 7-9, Gogte Plaza, Kakti, Belagavi , Karnataka ",114
Karnataka,Udupi,4 Star,With Alcohol,COUNTRY INN AND SUITES BY RADISSON MANIPAL,"A UNIT OF HIRANYA BUILDERS PVT LTD,RAJATHADRI ROAD, VIDYARATHNA NAGAR, SHIVALLI VILLAGE, MUDUPERAMPALLI MANIPAL UDUPI",54
Kerala,Adoor,4 Star,With Alcohol,HOTEL NEW INDRAPRASTHA,"ADOOR PO, PATHANAMTHITTA",20
Kerala,Adoor,4 Star,With Alcohol,HOTEL WYTE PORTICO,"Karuvatta, Adoor P.O, Pathanamthitta Dist.",19
Kerala,Alappuzha,4 Star,With Alcohol,ASWINI RESIDENCY,"T.B.ROAD.CHERTHALA,",10
Kerala,Alappuzha,4 Star,With Alcohol,Hotel Coral Heights,"Sree Krishna Temple Road, Ambalapuzha",20
Kerala,Alappuzha,4 Star,With Alcohol,HOTEL MITHILA,"ERAMALLOOR P.O, ALAPPUZHA",10
Kerala,Alappuzha,4 Star,With Alcohol,Karapuram Residency,"Karapuram Residency,kanichukulangara,Cherthala,",14
Kerala,Alappuzha,4 Star,With Alcohol,SAUGANDHIKA RESIDENCY,"Nangiarkulangara,Haripad,",19
Kerala,Alappuzha,4 Star,With Alcohol,SREELAKSHMI RESIDENCY,"SREELAKSHMI RESIDENCY, ELIPPAKKULAM, CHOONAD, VALLIKUNNAM P.O.,",19
Kerala,Angamaly,4 Star,With Alcohol,HOTEL SURYA TOWERS,"RAILWAY STATION ROAD, ANGAMALY, ERNAKULAM DISTRICT",36
Kerala,Calicut,4 Star,With Alcohol,Westway Hotel ( A Unit of Sams Property Developers and Hotels Pvt. Ltd.),"West Nadakkavu, Kozhikode.",61
Kerala,Chalakudy,4 Star,With Alcohol,HOTEL SIDHARTHA (A UNIT OF DALE AND CARRINGTON INVESTMENT PVT LTD),"CHALAKKUDY PO, RAILWAY STATION ROAD, TRICHUR",27
Kerala,Chalakudy,4 Star,With Alcohol,Kallely`s Park Inn,"Main Road, Chalakudy,",13
Kerala,CHERAI,4 Star,With Alcohol,Blue Waters Cherai ,"Beach Road, Cherai ",25
Kerala,Cherthala,4 Star,With Alcohol,HOTEL TRAVANCORE PALACE ,"11,TH MILE, CHERTHALA P.O.",17
Kerala,Ernakulam,4 Star,With Alcohol,The Mercy Luxury Business Hotel,"M.G.Road, Ravipuram, Kochi",41
Kerala,Ernakulam,4 Star,With Alcohol,Abaam Hotel,"opposite Vyttila Mobility Hub, Kaniampuzha road, Vyttila, Cochin",27
Kerala,Ernakulam,4 Star,With Alcohol,CRB COCHIN PALACE,"55-1833 A1, A2, A3, A4, K P VALLON ROAD, KADAVANTHRA",16
Kerala,Ernakulam,4 Star,With Alcohol,GRAND HOTEL,"M.G.ROAD,ERNAKULAM",38
Kerala,Ernakulam,4 Star,With Alcohol,HOTEL CEE CEE TOWER,"HOTEL CEE CEE TOWER, CHANDRAMANGALAM JUNCTION, NORTH PARAVUR, ERNAKULAM - DIST, KERALA- STATE, PIN - 683513",20
Kerala,Ernakulam,4 Star,With Alcohol,Hotel Cloud 9,"Bypass Road , Kothamangalam , Ernakulam.",18
Kerala,Ernakulam,4 Star,With Alcohol,Hotel Crystal Plaza,Banerji Road Highcourt Junction Ernakulam,12
Kerala,Ernakulam,4 Star,With Alcohol,HOTEL HILL VIEW,"CIVIL LANE ROAD, PADAMUGHAL,KAKKANAD,",33
Kerala,Ernakulam,4 Star,With Alcohol,HOTEL N.M.ROYALE COUNTY,"K.R.L ROAD,THRIPUNITHURA,KOCHI",27
Kerala,Ernakulam,4 Star,With Alcohol,Hotel Navarathna,"N H Bye Pass, Aluva",16
Kerala,Ernakulam,4 Star,With Alcohol,Hotel Park Residency,"Near Civil Station, Seaport-Airport Road, Kakkanad, Ernakulam",27
Kerala,Ernakulam,4 Star,With Alcohol,HOTEL VKJ INTERNATIONAL,"Thattekad Bird Sanctuary Via, Kuttampuzha, Kothamangalam, Ernakulam",21
Kerala,Ernakulam,4 Star,With Alcohol,KABANI REGENCY,"karimugal,Ernakulam.",18
Kerala,Ernakulam,4 Star,With Alcohol,Lotus 8 A'part hotels,"Opp. Cochin international airport, vapalassery p.o., Nedumbassery, Ernakulam",58
Kerala,Ernakulam,4 Star,With Alcohol,LOVEDONS GRAND,"Karimugal,Ernakulam",10
Kerala,Ernakulam,4 Star,With Alcohol,LOVELAND RESIDENCY,"Chottanikkara, Ernakulam",10
Kerala,Ernakulam,4 Star,With Alcohol,PARAVOOR GALAXY HOTELS PRIVATE LIMITED ,"NEAR CHENDAMANGALAM JUNCTION, CHENDAMANGALAM ROAD, NORTH PARAVOOR, ERNAKULAM DISTRICT ",22
Kerala,Ernakulam,4 Star,With Alcohol,PARAY RESIDENCY ,"PARAY RESIDENCY TB ROAD MUVATTUPUZHA ERNAKULAM, KERALA ",24
Kerala,Ernakulam,4 Star,With Alcohol,POLAKULATH KARTHIKA REGENCY ,"34 - 1648 A,Edappally ,Cochin - 682024 ",10
Kerala,Ernakulam,4 Star,With Alcohol,The Killians Boutique Hotel,"P .O. Box No. 22, River Road, Fort Kochi, Ernakulam",21
Kerala,Ernakulam,4 Star,With Alcohol,The Renai Cochin (Formerly Known as Renaissance Cochin ),"Palarivattom,Cochin",48
Kerala,Ernakulam,4 Star,With Alcohol,tHE VILLAGE INN,"CHERANGANAL JUNCTION,KOTTAPPADY,ERNAKULAM DIST",11
Kerala,Ernakulam,4 Star,With Alcohol,VKG Group Holiday Hotel,"Devaswom Nada, Munambam Road, Cherai P O, Ernakulam",19
Kerala,Guruvayoor,4 Star,With Alcohol,Polakulaths Sree Krishna Regency ,"XIX-163-1 to 5,XIX-136,137,138, East Nada, Opposite Private Bus Stand, Guruvayur, Kerala. Guruvayoor Guruvayoor",34
Kerala,Idduki,4 Star,With Alcohol,SPICE VILLAGE,"Kumily Road, Thekkady - 685 509. Kerala, India",52
Kerala,Idukki,4 Star,With Alcohol,Alanta Residency ,"Muttom P.O,Thodupuzha,Idukki Idukki Idukki ",17
Kerala,Idukki,4 Star,With Alcohol,HOTEL JOANCE REGENCY,"NEAR KSRTC BUS STAND, THODUPUZHA",13
Kerala,Idukki,4 Star,With Alcohol,HOTEL KUMILY GATE,"KUMILY.P.O, THEKKADY, IDUKKI DISTRICT",16
Kerala,Idukki,4 Star,With Alcohol,MATHA REGENCY (A UNIT OF MATHA TOURIST HOME),"ADIMALI, IDUKKI DISTRICT",19
Kerala,Kannur,4 Star,With Alcohol,"BROAD BEAN, KANNUR","CENTRAL BUS TERMINAL COMPLEX, THAVAKKARA, KANNUR DISTRICT.",17
Kerala,Kannur,4 Star,With Alcohol,Hotel Samrat,"Court Road, Taliparamba P O, Kannur",27
Kerala,Kannur,4 Star,With Alcohol,J.K Residency,"Kelakam, Kelakam P O, Kannur",19
Kerala,Kasaragod,4 Star,With Alcohol,HOTEL HIGHWAY CASTLE,"Nullipaddy,Near Govt. Ayurveda Hospital, Kasaragod.",17
Kerala,Kasaragod,4 Star,With Alcohol,J.K Residency,"Cheruvathur, Cheruvathur PO, Kasargod Dist.",19
Kerala,KASARGOD,4 Star,With Alcohol,SREE GOKULAM NALANDA RESORTS (A UNIT OF SREE GOKULAM HOTELS INDIA PVT . LTD),"NH 17, NILESHWAR P O , KASARGOD",20
Kerala,Kochi,4 Star,With Alcohol,Broad Bean Hotel,"Opposite KSEB,N.H Bypass,Vytila",47
Kerala,Kochi,4 Star,With Alcohol,Elite Tourist Home,"PARAMARA ROAD,KOCHI ,KERALA STATE Kochi",22
Kerala,Kochi,4 Star,With Alcohol,THE AVENUE REGENT,"62-1807, M G ROAD, ERNAKULAM",54
Kerala,Kochi,4 Star,With Alcohol,Yuvarani Residency,"[A Unit of Ranimatha Arcade ] Jos Junction, M.G.Road,Ernakulam",38
Kerala,Kodungallur,4 Star,With Alcohol,Hotel Park Residency,"Chandapura, Kodungallur, Thrissur",11
Kerala,Kollam,4 Star,With Alcohol,All Season Backwater Resort,"All Season Backwater Resort, Near Thevally Bridge, Kadavoor, Mathilil P.O, Kollam",19
Kerala,Kollam,4 Star,With Alcohol,HARISREE RESIDENCY,"PERUMPUZHA P O, KUNDARA",16
Kerala,Kollam,4 Star,With Alcohol,Hotel Ambalakkara Regency,"Pulamon P O, Kottarakkara, Kollam",16
Kerala,Kollam,4 Star,With Alcohol,Hotel Hillway,"Main Road, Kadakkal P.O., Kollam (Dist.)",10
Kerala,Kollam,4 Star,With Alcohol,HOTEL KAVERY ,"MUKKADA, KUNDARA,KOLLAM",11
Kerala,Kollam,4 Star,With Alcohol,HOTEL LEKSHMI,"HOTEL LEKSHMI, PARIPALLY P O, KOLLAM",11
Kerala,Kollam,4 Star,With Alcohol,HOTEL NILA PALACE ,"CHEERANCAVU,EZHUKONE,KOLLAM",19
Kerala,Kollam,4 Star,With Alcohol,HOTEL PANACEA VENTURES ,"KSRTC JUNCTION, PUNALUR, KOLLAM DISTRICT Kollam",22
Kerala,Kollam,4 Star,With Alcohol,HOTEL RAJ REGENCY,"MC ROAD, NILAMEL, NILAMEL PO, KOLLAM DISTRICT, KERALA, PIN-691535",22
Kerala,Kollam,4 Star,With Alcohol,Hotel Raj Residency,"N H 66,Kalluvathukkal,Kollam(Dist.).",22
Kerala,Kollam,4 Star,With Alcohol,HOTEL REGANT LAKE PALACE ,"PUTHENTHURA P.O, NEENDAKARA, KOLLAM, KERALA",26
Kerala,Kollam,4 Star,With Alcohol,HOTEL SAMUDRA,"MARKET JUNCTION, KOTTARAKARA P O ",11
Kerala,Kollam,4 Star,With Alcohol,HOTEL SHILPA REGENCY (A UNIT OF SILPA HOSPITALITY PVT. LTD.),"M.C Road, Inchakkad, Mylom P.O, Kottarakkara,Kollam",12
Kerala,Kollam,4 Star,With Alcohol,KAVERI INTERNATIONAL,"PUTHENKULAM P O , PARAVUR , KOLLAM",14
Kerala,Kollam,4 Star,With Alcohol,Madathil Regency,"Kottiyam, Kollam Dist, Kerala ",21
Kerala,Kollam,4 Star,With Alcohol,ROYALKALLADA RESIDENCY,"EAST KALLADA, KOLLAM",20
Kerala,Kottayam,4 Star,With Alcohol,Emerald Regency,"Vakathanam P.O.,Njaliakuzhy Jn., Kottayam ",22
Kerala,Kottayam,4 Star,With Alcohol,Hotel Arcadia,"T.B.Road, Kottaym",37
Kerala,Kottayam,4 Star,With Alcohol,HOTEL SANYO,"KURUVILANGAD.P.O, KOTTAYAM ",10
Kerala,Kottayam,4 Star,With Alcohol,Hotel Sears Private Limited,"M C Road, Nagampadam, Kottayam",11
Kerala,Kottayam,4 Star,With Alcohol,SAKTHI TOURIST HOME,"BAKER JUNCTION, KOTTAYAM",23
Kerala,Kottayam,4 Star,With Alcohol,Windsor Castle,"(A Unit of St.Mary's Hotels Pvt Ltd), M.C Road, Kodimatha,Kottayam-District, Kerala-State,Pin- 686013",56
Kerala,Kottayam,4 Star,With Alcohol,Zodiac Heritage,"Companykada Road, Mundakayam",10
Kerala,Kumarakom,4 Star,With Alcohol,Taj Kumarakom Resort and Spa,"Kavanattinkara, Kumarakom, Kottayam Kumarakom",28
Kerala,Malappuram,4 Star,With Alcohol,HOTEL DEVALOKAM,"Ponani Road,Edappal-Post,Malappuram-Distict,Kerala-State",12
Kerala,Malappuram,4 Star,With Alcohol,MALABAR HERITAGE [KMA Resorts Pvt Ltd],"Building No,34- 216,217,218. 4Th Stage By Pass, Manjeri",18
Kerala,Malappuram,4 Star,With Alcohol,NIRMALLYAM RESIDENCY HOTELS PRIVATE LIMITED,"CHANGARAMKULAM, P.O.ALAMKODE, MALAPPURAM DISTRICT",21
Kerala,Muvattupuzha,4 Star,With Alcohol,Hotel Central Fort,"Green Seven Hotels Private Limited,Vazhakulam(Post),Muvattupuzha.Ernakulam(Dist.).",10
Kerala,Muvattupuzha,4 Star,With Alcohol,HOTEL KABANI INTERNATIONAL,"Near Private Bus Stand, Thodupuzha Road, Muvattupuzha, Ernakulam Dist,",13
Kerala,Muvattupuzha,4 Star,With Alcohol,HOTEL NARENDRA CENTRAL,"HOTEL NARENDRA CENTRAL, NEAR KSRTC BUS STATION, M C ROAD, MOOVATTUPUZHA 686661",10
Kerala,Palai,4 Star,With Alcohol,Armani Residency,"Ramapuram, Pala, Kottayam",12
Kerala,Palai,4 Star,With Alcohol,MAREENA TOURIST HOME,"Erattupetta, Kottayam (DT),Kerala ",11
Kerala,Perumbavoor,4 Star,With Alcohol,Aarya Palace,"M.C.Road, Pulluvazhy ,Perumbavoor,Ernakulam Dist.",16
Kerala,Perumbavoor,4 Star,With Alcohol,JAIRAJ LODGE,"Perumbavoor P O, Ernakulam ",10
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL CLASSIC AVENUE,"HOTEL CLASSIC AVENUE, T.C 25-1744(1), MANJALIKULAM ROAD, THAMPANOOR, THIRUVANATHAPURAM -695001",60
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL DOUBLOON,"KALLAMBALAM, TRIVANDRUM",29
Kerala,Thiruvananthapuram,4 Star,With Alcohol,Hotel Karthika Residency ,"Karette, Vamanapuram P O , Thiruvanthapuram, Kerala, Pin - 695606",12
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL LIBRA,"PAZHAYA ROAD, MEDICAL COLLEGE .P.O, TRIVANDRUM Thiruvananthapuram",22
Kerala,Thiruvananthapuram,4 Star,With Alcohol,Hotel Maurya Rajadhani,"GH Road, Statue, Trivandrum",39
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL NEW INDRAPRASTHA,"KILIMANOOR PO, THIRUVANANTHAPURAM",22
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL ROHINI INTERNATIONAL,"HOTEL ROHINI INTERNATIONAL, VITHURA P.O., ",11
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SAVITHRI,"CHIRAYINKEEZHU ROAD , ATTINGAL, KERALA",15
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SOORYA,"PALACE ROAD, ATTINGAL, TRIVANDRUM",11
Kerala,Thiruvananthapuram,4 Star,With Alcohol,HOTEL SREEPADMANABHA,"BALARAMAPURAM, TRIVANDRUM",18
Kerala,Thiruvananthapuram,4 Star,With Alcohol,SP GRAND DAYS,"PANAVILA JUNCTION, THYCAUD P O, THIRUVANANTHAPURAM",73
Kerala,Thiruvananthapuram,4 Star,With Alcohol,SREEVALSAM RESIDENCY ,"M C ROAD,VEMBAYAM ,TRIVANDRUM",17
Kerala,Thiruvananthapuram,4 Star,With Alcohol,SURENDRA TRIDENT HOTEL,"VATTIYOORKAVU, TRIVANDRUM - 695013",11
Kerala,Thiruvananthapuram,4 Star,With Alcohol,THE RESIDENCY TOWER,"PRESS ROAD, TRIVANDRUM",48
Kerala,Thiruvananthapuram,4 Star,With Alcohol,VAKKOM PALAZZO,"Hotel Vakkom Palazzo VP221A, Panayil Kadavu Road, Vakkom P.O, Chiranyinkeezhu Taluk, Thiruvananthapuram. Pin: 695308 ",24
Kerala,Thiruvananthapuram,4 Star,With Alcohol,WINDSOR RAJADHANI,"(A UNIT OF RAJADHANI HOTELS PVT. LTD), T.C.No.5-2396(1, 2 & 3), Toll Junction, Kawdiar, Thiruvananthapuram - 695003",52
Kerala,Thrissur,4 Star,With Alcohol,ATHIRAPPILLY RESIDENCY HOTELS INDIA PRIVATE LIMITED,"Athirappilly Road, Pariyaram PO, Chalakudy,",20
Kerala,Thrissur,4 Star,With Alcohol,Chand V Regency,"Kaipamangalam,Thrissur",17
Kerala,Thrissur,4 Star,With Alcohol,CHERUTHURUTHY ECO GARDENS,"A UNIT OF PEPCO RESORTS PRIVATE LIMITED, CHERUTHURUTHY.P.O, THRISSUR ",47
Kerala,Thrissur,4 Star,With Alcohol,Hotel Anupama Legacy,"Main Road, Mala, Thrissur Dist, Thrissur",10
Kerala,Thrissur,4 Star,With Alcohol,HOTEL LUCIYA PALACE,"A Unit of Kanichais Enterprises, Marrar Road, Thrissur District â€“ 680 001 ",32
Kerala,Thrissur,4 Star,With Alcohol,Mamatha Motels,"Kechery-Post, Thrissur-Dist,Kerala",11
Kerala,Thrissur,4 Star,With Alcohol,Niya Regency,"Kanjani Road, Chettupuzha .P.O Olarikkara ",20
Kerala,Wayanad,4 Star,With Alcohol,Hotel Manasasaras,"Thalassery Road, Mananthavady, Wayand",12
